Driver,Body,Tires,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG
Ludwig,Splat Buggy,Standard Normal,2.75,3.0,2.5,3.25,3.5,4.0,3.75,4.0,4.0,3.0,3.25,3.75,2.75
Ludwig,Splat Buggy,Monster,3.25,2.5,2.75,3.75,3.25,4.0,3.5,4.0,3.5,2.25,2.75,3.0,2.25
Ludwig,Splat Buggy,Roller,2.25,3.5,2.0,3.0,4.0,3.5,3.75,3.5,4.0,3.25,3.5,4.0,3.0
Ludwig,Splat Buggy,Slim,2.75,2.5,3.0,2.25,3.25,4.25,3.5,4.5,3.75,3.25,3.5,3.75,3.0
Ludwig,Splat Buggy,Slick,3.0,2.25,3.0,2.0,2.75,4.5,3.0,4.5,3.25,2.75,2.5,3.5,2.25
Ludwig,Splat Buggy,Metal,3.25,2.0,2.25,2.5,2.75,4.5,3.75,3.75,3.75,2.75,3.0,3.25,2.0
Ludwig,Splat Buggy,Button,2.25,3.25,2.25,2.75,3.75,3.75,3.5,4.0,3.75,3.0,3.25,4.0,2.5
Ludwig,Splat Buggy,Off-Road,3.0,2.75,2.75,3.5,3.0,4.25,4.0,4.0,3.5,2.5,2.75,3.5,2.5
Ludwig,Splat Buggy,Sponge,2.5,3.0,2.5,3.5,3.75,3.75,3.25,3.75,4.25,2.75,2.75,3.5,2.75
Ludwig,Splat Buggy,Wood Wooden,2.75,2.5,3.0,2.25,3.25,4.25,3.5,4.5,3.75,3.25,3.5,3.75,3.0
Ludwig,Splat Buggy,Cushion,2.5,3.0,2.5,3.5,3.75,3.75,3.25,3.75,4.25,2.75,2.75,3.5,2.75
Ludwig,Splat Buggy,Blue Standard Normal Blue,2.75,3.0,2.5,3.25,3.5,4.0,3.75,4.0,4.0,3.0,3.25,3.75,2.75
Ludwig,Splat Buggy,Hot Monster Funky Monster,3.25,2.5,2.75,3.75,3.25,4.0,3.5,4.0,3.5,2.25,2.75,3.0,2.25
Ludwig,Splat Buggy,Azure Roller,2.25,3.5,2.0,3.0,4.0,3.5,3.75,3.5,4.0,3.25,3.5,4.0,3.0
Ludwig,Splat Buggy,Crimson Slim,2.75,2.5,3.0,2.25,3.25,4.25,3.5,4.5,3.75,3.25,3.5,3.75,3.0
Ludwig,Splat Buggy,Cyber Slick,3.0,2.25,3.0,2.0,2.75,4.5,3.0,4.5,3.25,2.75,2.5,3.5,2.25
Ludwig,Splat Buggy,Retro Off-Road,3.0,2.75,2.75,3.5,3.0,4.25,4.0,4.0,3.5,2.5,2.75,3.5,2.5
Ludwig,Splat Buggy,Gold Tires Gold Wheels,3.25,2.0,2.25,2.5,2.75,4.5,3.75,3.75,3.75,2.75,3.0,3.25,2.0
Ludwig,Splat Buggy,GLA Tires GLA Wheels,2.75,3.0,2.5,3.25,3.5,4.0,3.75,4.0,4.0,3.0,3.25,3.75,2.75
Ludwig,Splat Buggy,Triforce Tires Triforce Tyres,3.0,2.75,2.75,3.5,3.0,4.25,4.0,4.0,3.5,2.5,2.75,3.5,2.5
Ludwig,Splat Buggy,Leaf Tires Leaf Tyres,2.25,3.25,2.25,2.75,3.75,3.75,3.5,4.0,3.75,3.0,3.25,4.0,2.5
Ludwig,Splat Buggy,Ancient Tires Ancient Tyres,3.25,2.5,2.75,3.75,3.25,4.0,3.5,4.0,3.5,2.25,2.75,3.0,2.25
Ludwig,Inkstriker,Standard Normal,3.5,3.0,2.75,3.5,3.75,3.75,4.0,4.25,4.25,3.0,3.0,3.5,3.0
Ludwig,Inkstriker,Monster,4.0,2.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,2.25,2.5,2.75,2.5
Ludwig,Inkstriker,Roller,3.0,3.5,2.25,3.25,4.25,3.25,4.0,3.75,4.25,3.25,3.25,3.75,3.25
Ludwig,Inkstriker,Slim,3.5,2.5,3.25,2.5,3.5,4.0,3.75,4.75,4.0,3.25,3.25,3.5,3.25
Ludwig,Inkstriker,Slick,3.75,2.25,3.25,2.25,3.0,4.25,3.25,4.75,3.5,2.75,2.25,3.25,2.5
Ludwig,Inkstriker,Metal,4.0,2.0,2.5,2.75,3.0,4.25,4.0,4.0,4.0,2.75,2.75,3.0,2.25
Ludwig,Inkstriker,Button,3.0,3.25,2.5,3.0,4.0,3.5,3.75,4.25,4.0,3.0,3.0,3.75,2.75
Ludwig,Inkstriker,Off-Road,3.75,2.75,3.0,3.75,3.25,4.0,4.25,4.25,3.75,2.5,2.5,3.25,2.75
Ludwig,Inkstriker,Sponge,3.25,3.0,2.75,3.75,4.0,3.5,3.5,4.0,4.5,2.75,2.5,3.25,3.0
Ludwig,Inkstriker,Wood Wooden,3.5,2.5,3.25,2.5,3.5,4.0,3.75,4.75,4.0,3.25,3.25,3.5,3.25
Ludwig,Inkstriker,Cushion,3.25,3.0,2.75,3.75,4.0,3.5,3.5,4.0,4.5,2.75,2.5,3.25,3.0
Ludwig,Inkstriker,Blue Standard Normal Blue,3.5,3.0,2.75,3.5,3.75,3.75,4.0,4.25,4.25,3.0,3.0,3.5,3.0
Ludwig,Inkstriker,Hot Monster Funky Monster,4.0,2.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,2.25,2.5,2.75,2.5
Ludwig,Inkstriker,Azure Roller,3.0,3.5,2.25,3.25,4.25,3.25,4.0,3.75,4.25,3.25,3.25,3.75,3.25
Ludwig,Inkstriker,Crimson Slim,3.5,2.5,3.25,2.5,3.5,4.0,3.75,4.75,4.0,3.25,3.25,3.5,3.25
Ludwig,Inkstriker,Cyber Slick,3.75,2.25,3.25,2.25,3.0,4.25,3.25,4.75,3.5,2.75,2.25,3.25,2.5
Ludwig,Inkstriker,Retro Off-Road,3.75,2.75,3.0,3.75,3.25,4.0,4.25,4.25,3.75,2.5,2.5,3.25,2.75
Ludwig,Inkstriker,Gold Tires Gold Wheels,4.0,2.0,2.5,2.75,3.0,4.25,4.0,4.0,4.0,2.75,2.75,3.0,2.25
Ludwig,Inkstriker,GLA Tires GLA Wheels,3.5,3.0,2.75,3.5,3.75,3.75,4.0,4.25,4.25,3.0,3.0,3.5,3.0
Ludwig,Inkstriker,Triforce Tires Triforce Tyres,3.75,2.75,3.0,3.75,3.25,4.0,4.25,4.25,3.75,2.5,2.5,3.25,2.75
Ludwig,Inkstriker,Leaf Tires Leaf Tyres,3.0,3.25,2.5,3.0,4.0,3.5,3.75,4.25,4.0,3.0,3.0,3.75,2.75
Ludwig,Inkstriker,Ancient Tires Ancient Tyres,4.0,2.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,2.25,2.5,2.75,2.5
Ludwig,Master Cycle Zero,Standard Normal,3.5,2.75,3.25,4.25,3.5,3.5,4.25,3.75,4.0,3.5,3.5,3.25,3.25
Ludwig,Master Cycle Zero,Monster,4.0,2.25,3.5,4.75,3.25,3.5,4.0,3.75,3.5,2.75,3.0,2.5,2.75
Ludwig,Master Cycle Zero,Roller,3.0,3.25,2.75,4.0,4.0,3.0,4.25,3.25,4.0,3.75,3.75,3.5,3.5
Ludwig,Master Cycle Zero,Slim,3.5,2.25,3.75,3.25,3.25,3.75,4.0,4.25,3.75,3.75,3.75,3.25,3.5
Ludwig,Master Cycle Zero,Slick,3.75,2.0,3.75,3.0,2.75,4.0,3.5,4.25,3.25,3.25,2.75,3.0,2.75
Ludwig,Master Cycle Zero,Metal,4.0,1.75,3.0,3.5,2.75,4.0,4.25,3.5,3.75,3.25,3.25,2.75,2.5
Ludwig,Master Cycle Zero,Button,3.0,3.0,3.0,3.75,3.75,3.25,4.0,3.75,3.75,3.5,3.5,3.5,3.0
Ludwig,Master Cycle Zero,Off-Road,3.75,2.5,3.5,4.5,3.0,3.75,4.5,3.75,3.5,3.0,3.0,3.0,3.0
Ludwig,Master Cycle Zero,Sponge,3.25,2.75,3.25,4.5,3.75,3.25,3.75,3.5,4.25,3.25,3.0,3.0,3.25
Ludwig,Master Cycle Zero,Wood Wooden,3.5,2.25,3.75,3.25,3.25,3.75,4.0,4.25,3.75,3.75,3.75,3.25,3.5
Ludwig,Master Cycle Zero,Cushion,3.25,2.75,3.25,4.5,3.75,3.25,3.75,3.5,4.25,3.25,3.0,3.0,3.25
Ludwig,Master Cycle Zero,Blue Standard Normal Blue,3.5,2.75,3.25,4.25,3.5,3.5,4.25,3.75,4.0,3.5,3.5,3.25,3.25
Ludwig,Master Cycle Zero,Hot Monster Funky Monster,4.0,2.25,3.5,4.75,3.25,3.5,4.0,3.75,3.5,2.75,3.0,2.5,2.75
Ludwig,Master Cycle Zero,Azure Roller,3.0,3.25,2.75,4.0,4.0,3.0,4.25,3.25,4.0,3.75,3.75,3.5,3.5
Ludwig,Master Cycle Zero,Crimson Slim,3.5,2.25,3.75,3.25,3.25,3.75,4.0,4.25,3.75,3.75,3.75,3.25,3.5
Ludwig,Master Cycle Zero,Cyber Slick,3.75,2.0,3.75,3.0,2.75,4.0,3.5,4.25,3.25,3.25,2.75,3.0,2.75
Ludwig,Master Cycle Zero,Retro Off-Road,3.75,2.5,3.5,4.5,3.0,3.75,4.5,3.75,3.5,3.0,3.0,3.0,3.0
Ludwig,Master Cycle Zero,Gold Tires Gold Wheels,4.0,1.75,3.0,3.5,2.75,4.0,4.25,3.5,3.75,3.25,3.25,2.75,2.5
Ludwig,Master Cycle Zero,GLA Tires GLA Wheels,3.5,2.75,3.25,4.25,3.5,3.5,4.25,3.75,4.0,3.5,3.5,3.25,3.25
Ludwig,Master Cycle Zero,Triforce Tires Triforce Tyres,3.75,2.5,3.5,4.5,3.0,3.75,4.5,3.75,3.5,3.0,3.0,3.0,3.0
Ludwig,Master Cycle Zero,Leaf Tires Leaf Tyres,3.0,3.0,3.0,3.75,3.75,3.25,4.0,3.75,3.75,3.5,3.5,3.5,3.0
Ludwig,Master Cycle Zero,Ancient Tires Ancient Tyres,4.0,2.25,3.5,4.75,3.25,3.5,4.0,3.75,3.5,2.75,3.0,2.5,2.75
Iggy,Standard Kart,Standard Normal,3.25,3.25,3.25,3.0,3.75,3.75,4.0,3.75,4.0,3.5,3.25,3.5,3.5
Iggy,Standard Kart,Monster,3.75,2.75,3.5,3.5,3.5,3.75,3.75,3.75,3.5,2.75,2.75,2.75,3.0
Iggy,Standard Kart,Roller,2.75,3.75,2.75,2.75,4.25,3.25,4.0,3.25,4.0,3.75,3.5,3.75,3.75
Iggy,Standard Kart,Slim,3.25,2.75,3.75,2.0,3.5,4.0,3.75,4.25,3.75,3.75,3.5,3.5,3.75
Iggy,Standard Kart,Slick,3.5,2.5,3.75,1.75,3.0,4.25,3.25,4.25,3.25,3.25,2.5,3.25,3.0
Iggy,Standard Kart,Metal,3.75,2.25,3.0,2.25,3.0,4.25,4.0,3.5,3.75,3.25,3.0,3.0,2.75
Iggy,Standard Kart,Button,2.75,3.5,3.0,2.5,4.0,3.5,3.75,3.75,3.75,3.5,3.25,3.75,3.25
Iggy,Standard Kart,Off-Road,3.5,3.0,3.5,3.25,3.25,4.0,4.25,3.75,3.5,3.0,2.75,3.25,3.25
Iggy,Standard Kart,Sponge,3.0,3.25,3.25,3.25,4.0,3.5,3.5,3.5,4.25,3.25,2.75,3.25,3.5
Iggy,Standard Kart,Wood Wooden,3.25,2.75,3.75,2.0,3.5,4.0,3.75,4.25,3.75,3.75,3.5,3.5,3.75
Iggy,Standard Kart,Cushion,3.0,3.25,3.25,3.25,4.0,3.5,3.5,3.5,4.25,3.25,2.75,3.25,3.5
Iggy,Standard Kart,Blue Standard Normal Blue,3.25,3.25,3.25,3.0,3.75,3.75,4.0,3.75,4.0,3.5,3.25,3.5,3.5
Iggy,Standard Kart,Hot Monster Funky Monster,3.75,2.75,3.5,3.5,3.5,3.75,3.75,3.75,3.5,2.75,2.75,2.75,3.0
Iggy,Standard Kart,Azure Roller,2.75,3.75,2.75,2.75,4.25,3.25,4.0,3.25,4.0,3.75,3.5,3.75,3.75
Iggy,Standard Kart,Crimson Slim,3.25,2.75,3.75,2.0,3.5,4.0,3.75,4.25,3.75,3.75,3.5,3.5,3.75
Iggy,Standard Kart,Cyber Slick,3.5,2.5,3.75,1.75,3.0,4.25,3.25,4.25,3.25,3.25,2.5,3.25,3.0
Iggy,Standard Kart,Retro Off-Road,3.5,3.0,3.5,3.25,3.25,4.0,4.25,3.75,3.5,3.0,2.75,3.25,3.25
Iggy,Standard Kart,Gold Tires Gold Wheels,3.75,2.25,3.0,2.25,3.0,4.25,4.0,3.5,3.75,3.25,3.0,3.0,2.75
Iggy,Standard Kart,GLA Tires GLA Wheels,3.25,3.25,3.25,3.0,3.75,3.75,4.0,3.75,4.0,3.5,3.25,3.5,3.5
Iggy,Standard Kart,Triforce Tires Triforce Tyres,3.5,3.0,3.5,3.25,3.25,4.0,4.25,3.75,3.5,3.0,2.75,3.25,3.25
Iggy,Standard Kart,Leaf Tires Leaf Tyres,2.75,3.5,3.0,2.5,4.0,3.5,3.75,3.75,3.75,3.5,3.25,3.75,3.25
Iggy,Standard Kart,Ancient Tires Ancient Tyres,3.75,2.75,3.5,3.5,3.5,3.75,3.75,3.75,3.5,2.75,2.75,2.75,3.0
Iggy,Pipe Frame,Standard Normal,3.0,3.75,3.25,3.25,4.0,3.25,4.0,3.25,3.5,4.0,3.75,3.75,3.25
Iggy,Pipe Frame,Monster,3.5,3.25,3.5,3.75,3.75,3.25,3.75,3.25,3.0,3.25,3.25,3.0,2.75
Iggy,Pipe Frame,Roller,2.5,4.25,2.75,3.0,4.5,2.75,4.0,2.75,3.5,4.25,4.0,4.0,3.5
Iggy,Pipe Frame,Slim,3.0,3.25,3.75,2.25,3.75,3.5,3.75,3.75,3.25,4.25,4.0,3.75,3.5
Iggy,Pipe Frame,Slick,3.25,3.0,3.75,2.0,3.25,3.75,3.25,3.75,2.75,3.75,3.0,3.5,2.75
Iggy,Pipe Frame,Metal,3.5,2.75,3.0,2.5,3.25,3.75,4.0,3.0,3.25,3.75,3.5,3.25,2.5
Iggy,Pipe Frame,Button,2.5,4.0,3.0,2.75,4.25,3.0,3.75,3.25,3.25,4.0,3.75,4.0,3.0
Iggy,Pipe Frame,Off-Road,3.25,3.5,3.5,3.5,3.5,3.5,4.25,3.25,3.0,3.5,3.25,3.5,3.0
Iggy,Pipe Frame,Sponge,2.75,3.75,3.25,3.5,4.25,3.0,3.5,3.0,3.75,3.75,3.25,3.5,3.25
Iggy,Pipe Frame,Wood Wooden,3.0,3.25,3.75,2.25,3.75,3.5,3.75,3.75,3.25,4.25,4.0,3.75,3.5
Iggy,Pipe Frame,Cushion,2.75,3.75,3.25,3.5,4.25,3.0,3.5,3.0,3.75,3.75,3.25,3.5,3.25
Iggy,Pipe Frame,Blue Standard Normal Blue,3.0,3.75,3.25,3.25,4.0,3.25,4.0,3.25,3.5,4.0,3.75,3.75,3.25
Iggy,Pipe Frame,Hot Monster Funky Monster,3.5,3.25,3.5,3.75,3.75,3.25,3.75,3.25,3.0,3.25,3.25,3.0,2.75
Iggy,Pipe Frame,Azure Roller,2.5,4.25,2.75,3.0,4.5,2.75,4.0,2.75,3.5,4.25,4.0,4.0,3.5
Iggy,Pipe Frame,Crimson Slim,3.0,3.25,3.75,2.25,3.75,3.5,3.75,3.75,3.25,4.25,4.0,3.75,3.5
Iggy,Pipe Frame,Cyber Slick,3.25,3.0,3.75,2.0,3.25,3.75,3.25,3.75,2.75,3.75,3.0,3.5,2.75
Iggy,Pipe Frame,Retro Off-Road,3.25,3.5,3.5,3.5,3.5,3.5,4.25,3.25,3.0,3.5,3.25,3.5,3.0
Iggy,Pipe Frame,Gold Tires Gold Wheels,3.5,2.75,3.0,2.5,3.25,3.75,4.0,3.0,3.25,3.75,3.5,3.25,2.5
Iggy,Pipe Frame,GLA Tires GLA Wheels,3.0,3.75,3.25,3.25,4.0,3.25,4.0,3.25,3.5,4.0,3.75,3.75,3.25
Iggy,Pipe Frame,Triforce Tires Triforce Tyres,3.25,3.5,3.5,3.5,3.5,3.5,4.25,3.25,3.0,3.5,3.25,3.5,3.0
Iggy,Pipe Frame,Leaf Tires Leaf Tyres,2.5,4.0,3.0,2.75,4.25,3.0,3.75,3.25,3.25,4.0,3.75,4.0,3.0
Iggy,Pipe Frame,Ancient Tires Ancient Tyres,3.5,3.25,3.5,3.75,3.75,3.25,3.75,3.25,3.0,3.25,3.25,3.0,2.75
Iggy,Mach 8,Standard Normal,3.5,3.0,3.0,3.25,3.75,3.75,4.0,4.25,4.25,3.25,3.25,3.75,3.25
Iggy,Mach 8,Monster,4.0,2.5,3.25,3.75,3.5,3.75,3.75,4.25,3.75,2.5,2.75,3.0,2.75
Iggy,Mach 8,Roller,3.0,3.5,2.5,3.0,4.25,3.25,4.0,3.75,4.25,3.5,3.5,4.0,3.5
Iggy,Mach 8,Slim,3.5,2.5,3.5,2.25,3.5,4.0,3.75,4.75,4.0,3.5,3.5,3.75,3.5
Iggy,Mach 8,Slick,3.75,2.25,3.5,2.0,3.0,4.25,3.25,4.75,3.5,3.0,2.5,3.5,2.75
Iggy,Mach 8,Metal,4.0,2.0,2.75,2.5,3.0,4.25,4.0,4.0,4.0,3.0,3.0,3.25,2.5
Iggy,Mach 8,Button,3.0,3.25,2.75,2.75,4.0,3.5,3.75,4.25,4.0,3.25,3.25,4.0,3.0
Iggy,Mach 8,Off-Road,3.75,2.75,3.25,3.5,3.25,4.0,4.25,4.25,3.75,2.75,2.75,3.5,3.0
Iggy,Mach 8,Sponge,3.25,3.0,3.0,3.5,4.0,3.5,3.5,4.0,4.5,3.0,2.75,3.5,3.25
Iggy,Mach 8,Wood Wooden,3.5,2.5,3.5,2.25,3.5,4.0,3.75,4.75,4.0,3.5,3.5,3.75,3.5
Iggy,Mach 8,Cushion,3.25,3.0,3.0,3.5,4.0,3.5,3.5,4.0,4.5,3.0,2.75,3.5,3.25
Iggy,Mach 8,Blue Standard Normal Blue,3.5,3.0,3.0,3.25,3.75,3.75,4.0,4.25,4.25,3.25,3.25,3.75,3.25
Iggy,Mach 8,Hot Monster Funky Monster,4.0,2.5,3.25,3.75,3.5,3.75,3.75,4.25,3.75,2.5,2.75,3.0,2.75
Iggy,Mach 8,Azure Roller,3.0,3.5,2.5,3.0,4.25,3.25,4.0,3.75,4.25,3.5,3.5,4.0,3.5
Iggy,Mach 8,Crimson Slim,3.5,2.5,3.5,2.25,3.5,4.0,3.75,4.75,4.0,3.5,3.5,3.75,3.5
Iggy,Mach 8,Cyber Slick,3.75,2.25,3.5,2.0,3.0,4.25,3.25,4.75,3.5,3.0,2.5,3.5,2.75
Iggy,Mach 8,Retro Off-Road,3.75,2.75,3.25,3.5,3.25,4.0,4.25,4.25,3.75,2.75,2.75,3.5,3.0
Iggy,Mach 8,Gold Tires Gold Wheels,4.0,2.0,2.75,2.5,3.0,4.25,4.0,4.0,4.0,3.0,3.0,3.25,2.5
Iggy,Mach 8,GLA Tires GLA Wheels,3.5,3.0,3.0,3.25,3.75,3.75,4.0,4.25,4.25,3.25,3.25,3.75,3.25
Iggy,Mach 8,Triforce Tires Triforce Tyres,3.75,2.75,3.25,3.5,3.25,4.0,4.25,4.25,3.75,2.75,2.75,3.5,3.0
Iggy,Mach 8,Leaf Tires Leaf Tyres,3.0,3.25,2.75,2.75,4.0,3.5,3.75,4.25,4.0,3.25,3.25,4.0,3.0
Iggy,Mach 8,Ancient Tires Ancient Tyres,4.0,2.5,3.25,3.75,3.5,3.75,3.75,4.25,3.75,2.5,2.75,3.0,2.75
Iggy,Steel Driver,Standard Normal,3.75,2.5,2.75,3.0,3.25,4.0,4.5,3.5,3.25,3.0,4.0,3.0,3.0
Iggy,Steel Driver,Monster,4.25,2.0,3.0,3.5,3.0,4.0,4.25,3.5,2.75,2.25,3.5,2.25,2.5
Iggy,Steel Driver,Roller,3.25,3.0,2.25,2.75,3.75,3.5,4.5,3.0,3.25,3.25,4.25,3.25,3.25
Iggy,Steel Driver,Slim,3.75,2.0,3.25,2.0,3.0,4.25,4.25,4.0,3.0,3.25,4.25,3.0,3.25
Iggy,Steel Driver,Slick,4.0,1.75,3.25,1.75,2.5,4.5,3.75,4.0,2.5,2.75,3.25,2.75,2.5
Iggy,Steel Driver,Metal,4.25,1.5,2.5,2.25,2.5,4.5,4.5,3.25,3.0,2.75,3.75,2.5,2.25
Iggy,Steel Driver,Button,3.25,2.75,2.5,2.5,3.5,3.75,4.25,3.5,3.0,3.0,4.0,3.25,2.75
Iggy,Steel Driver,Off-Road,4.0,2.25,3.0,3.25,2.75,4.25,4.75,3.5,2.75,2.5,3.5,2.75,2.75
Iggy,Steel Driver,Sponge,3.5,2.5,2.75,3.25,3.5,3.75,4.0,3.25,3.5,2.75,3.5,2.75,3.0
Iggy,Steel Driver,Wood Wooden,3.75,2.0,3.25,2.0,3.0,4.25,4.25,4.0,3.0,3.25,4.25,3.0,3.25
Iggy,Steel Driver,Cushion,3.5,2.5,2.75,3.25,3.5,3.75,4.0,3.25,3.5,2.75,3.5,2.75,3.0
Iggy,Steel Driver,Blue Standard Normal Blue,3.75,2.5,2.75,3.0,3.25,4.0,4.5,3.5,3.25,3.0,4.0,3.0,3.0
Iggy,Steel Driver,Hot Monster Funky Monster,4.25,2.0,3.0,3.5,3.0,4.0,4.25,3.5,2.75,2.25,3.5,2.25,2.5
Iggy,Steel Driver,Azure Roller,3.25,3.0,2.25,2.75,3.75,3.5,4.5,3.0,3.25,3.25,4.25,3.25,3.25
Iggy,Steel Driver,Crimson Slim,3.75,2.0,3.25,2.0,3.0,4.25,4.25,4.0,3.0,3.25,4.25,3.0,3.25
Iggy,Steel Driver,Cyber Slick,4.0,1.75,3.25,1.75,2.5,4.5,3.75,4.0,2.5,2.75,3.25,2.75,2.5
Iggy,Steel Driver,Retro Off-Road,4.0,2.25,3.0,3.25,2.75,4.25,4.75,3.5,2.75,2.5,3.5,2.75,2.75
Iggy,Steel Driver,Gold Tires Gold Wheels,4.25,1.5,2.5,2.25,2.5,4.5,4.5,3.25,3.0,2.75,3.75,2.5,2.25
Iggy,Steel Driver,GLA Tires GLA Wheels,3.75,2.5,2.75,3.0,3.25,4.0,4.5,3.5,3.25,3.0,4.0,3.0,3.0
Iggy,Steel Driver,Triforce Tires Triforce Tyres,4.0,2.25,3.0,3.25,2.75,4.25,4.75,3.5,2.75,2.5,3.5,2.75,2.75
Iggy,Steel Driver,Leaf Tires Leaf Tyres,3.25,2.75,2.5,2.5,3.5,3.75,4.25,3.5,3.0,3.0,4.0,3.25,2.75
Iggy,Steel Driver,Ancient Tires Ancient Tyres,4.25,2.0,3.0,3.5,3.0,4.0,4.25,3.5,2.75,2.25,3.5,2.25,2.5
Iggy,Cat Cruiser,Standard Normal,3.25,3.5,3.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,3.25,3.5,3.75
Iggy,Cat Cruiser,Monster,3.75,3.0,3.75,3.5,3.75,3.5,3.5,3.75,3.75,3.0,2.75,2.75,3.25
Iggy,Cat Cruiser,Roller,2.75,4.0,3.0,2.75,4.5,3.0,3.75,3.25,4.25,4.0,3.5,3.75,4.0
Iggy,Cat Cruiser,Slim,3.25,3.0,4.0,2.0,3.75,3.75,3.5,4.25,4.0,4.0,3.5,3.5,4.0
Iggy,Cat Cruiser,Slick,3.5,2.75,4.0,1.75,3.25,4.0,3.0,4.25,3.5,3.5,2.5,3.25,3.25
Iggy,Cat Cruiser,Metal,3.75,2.5,3.25,2.25,3.25,4.0,3.75,3.5,4.0,3.5,3.0,3.0,3.0
Iggy,Cat Cruiser,Button,2.75,3.75,3.25,2.5,4.25,3.25,3.5,3.75,4.0,3.75,3.25,3.75,3.5
Iggy,Cat Cruiser,Off-Road,3.5,3.25,3.75,3.25,3.5,3.75,4.0,3.75,3.75,3.25,2.75,3.25,3.5
Iggy,Cat Cruiser,Sponge,3.0,3.5,3.5,3.25,4.25,3.25,3.25,3.5,4.5,3.5,2.75,3.25,3.75
Iggy,Cat Cruiser,Wood Wooden,3.25,3.0,4.0,2.0,3.75,3.75,3.5,4.25,4.0,4.0,3.5,3.5,4.0
Iggy,Cat Cruiser,Cushion,3.0,3.5,3.5,3.25,4.25,3.25,3.25,3.5,4.5,3.5,2.75,3.25,3.75
Iggy,Cat Cruiser,Blue Standard Normal Blue,3.25,3.5,3.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,3.25,3.5,3.75
Iggy,Cat Cruiser,Hot Monster Funky Monster,3.75,3.0,3.75,3.5,3.75,3.5,3.5,3.75,3.75,3.0,2.75,2.75,3.25
Iggy,Cat Cruiser,Azure Roller,2.75,4.0,3.0,2.75,4.5,3.0,3.75,3.25,4.25,4.0,3.5,3.75,4.0
Iggy,Cat Cruiser,Crimson Slim,3.25,3.0,4.0,2.0,3.75,3.75,3.5,4.25,4.0,4.0,3.5,3.5,4.0
Iggy,Cat Cruiser,Cyber Slick,3.5,2.75,4.0,1.75,3.25,4.0,3.0,4.25,3.5,3.5,2.5,3.25,3.25
Iggy,Cat Cruiser,Retro Off-Road,3.5,3.25,3.75,3.25,3.5,3.75,4.0,3.75,3.75,3.25,2.75,3.25,3.5
Iggy,Cat Cruiser,Gold Tires Gold Wheels,3.75,2.5,3.25,2.25,3.25,4.0,3.75,3.5,4.0,3.5,3.0,3.0,3.0
Iggy,Cat Cruiser,GLA Tires GLA Wheels,3.25,3.5,3.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,3.25,3.5,3.75
Iggy,Cat Cruiser,Triforce Tires Triforce Tyres,3.5,3.25,3.75,3.25,3.5,3.75,4.0,3.75,3.75,3.25,2.75,3.25,3.5
Iggy,Cat Cruiser,Leaf Tires Leaf Tyres,2.75,3.75,3.25,2.5,4.25,3.25,3.5,3.75,4.0,3.75,3.25,3.75,3.5
Iggy,Cat Cruiser,Ancient Tires Ancient Tyres,3.75,3.0,3.75,3.5,3.75,3.5,3.5,3.75,3.75,3.0,2.75,2.75,3.25
Iggy,Circuit Special,Standard Normal,3.5,2.5,3.25,2.5,3.0,4.25,3.5,4.0,3.75,3.0,3.0,3.25,2.75
Iggy,Circuit Special,Monster,4.0,2.0,3.5,3.0,2.75,4.25,3.25,4.0,3.25,2.25,2.5,2.5,2.25
Iggy,Circuit Special,Roller,3.0,3.0,2.75,2.25,3.5,3.75,3.5,3.5,3.75,3.25,3.25,3.5,3.0
Iggy,Circuit Special,Slim,3.5,2.0,3.75,1.5,2.75,4.5,3.25,4.5,3.5,3.25,3.25,3.25,3.0
Iggy,Circuit Special,Slick,3.75,1.75,3.75,1.25,2.25,4.75,2.75,4.5,3.0,2.75,2.25,3.0,2.25
Iggy,Circuit Special,Metal,4.0,1.5,3.0,1.75,2.25,4.75,3.5,3.75,3.5,2.75,2.75,2.75,2.0
Iggy,Circuit Special,Button,3.0,2.75,3.0,2.0,3.25,4.0,3.25,4.0,3.5,3.0,3.0,3.5,2.5
Iggy,Circuit Special,Off-Road,3.75,2.25,3.5,2.75,2.5,4.5,3.75,4.0,3.25,2.5,2.5,3.0,2.5
Iggy,Circuit Special,Sponge,3.25,2.5,3.25,2.75,3.25,4.0,3.0,3.75,4.0,2.75,2.5,3.0,2.75
Iggy,Circuit Special,Wood Wooden,3.5,2.0,3.75,1.5,2.75,4.5,3.25,4.5,3.5,3.25,3.25,3.25,3.0
Iggy,Circuit Special,Cushion,3.25,2.5,3.25,2.75,3.25,4.0,3.0,3.75,4.0,2.75,2.5,3.0,2.75
Iggy,Circuit Special,Blue Standard Normal Blue,3.5,2.5,3.25,2.5,3.0,4.25,3.5,4.0,3.75,3.0,3.0,3.25,2.75
Iggy,Circuit Special,Hot Monster Funky Monster,4.0,2.0,3.5,3.0,2.75,4.25,3.25,4.0,3.25,2.25,2.5,2.5,2.25
Iggy,Circuit Special,Azure Roller,3.0,3.0,2.75,2.25,3.5,3.75,3.5,3.5,3.75,3.25,3.25,3.5,3.0
